restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table booking,cuisine_type,area,local_address,cost_per_person,rating_category
Iyer'S Tiffin Centre,Quick Bites,3.8,62,150.0,No,No,"South Indian, Chinese",Banashankari,Banashankari,75.0,Average
Izakaya Gastro Pub,"Bar, Casual Dining",3.8,128,1200.0,Yes,Yes,"North Indian, Continental, Mediterranean",Whitefield,Whitefield,600.0,Average
J K Fish Land,Quick Bites,3.6,35,300.0,Yes,No,"Seafood, Mangalorean",Banashankari,Jayanagar,150.0,Average
J Spice,Casual Dining,3.8,59,750.0,No,No,"North Indian, Chinese",Jayanagar,Banashankari,375.0,Average
Jade,Casual Dining,3.3,6,900.0,No,No,"Continental, American",Koramangala 4Th Block,Ejipura,450.0,Average
Jadoo Ka Dabba,Delivery,3.6,20,200.0,No,No,"North Indian, Chinese",Koramangala 4Th Block,Koramangala 3Rd Block,100.0,Average
Jaffa'S Biryani,Casual Dining,3.8,429,550.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Marathahalli,275.0,Average
Jaganath Hotel And Restaurant,Quick Bites,3.6,35,200.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Jp Nagar,100.0,Average
Jaganath Restaurant And Hotel,Quick Bites,3.2,8,300.0,No,No,North Indian,Bannerghatta Road,Jp Nagar,150.0,Average
Jagannath Delicacy,Casual Dining,2.8,40,500.0,No,No,"North Indian, Chinese",Brookefield,Brookefield,250.0,Low
Jagannath Mess,Mess,2.8,40,300.0,No,No,"Andhra, North Indian, South Indian",Brookefield,Brookefield,150.0,Low
Jai Bhavani Dhaba,Dhaba,3.0,52,300.0,Yes,No,"North Indian, Chinese, Seafood",Kalyan Nagar,Nagawara,150.0,Low
Jai Bhavani Savaji Hotel,Quick Bites,2.9,6,400.0,No,No,"South Indian, Biryani",Rajajinagar,Vijay Nagar,200.0,Low
Jai Bhawani,Casual Dining,3.6,21,600.0,No,No,"North Indian, South Indian, Chinese",Lavelle Road,Majestic,300.0,Average
Jai Jinendra,Quick Bites,4.0,98,200.0,No,No,"Street Food, Beverages",Koramangala 4Th Block,Koramangala 6Th Block,100.0,Average
Jai Mataji Farshan & Sweets,"Sweet Shop, Quick Bites",3.8,47,150.0,Yes,No,"Mithai, Street Food",Frazer Town,Banaswadi,75.0,Average
Jain Bakes,Bakery,3.6,8,250.0,No,No,"Bakery, Desserts",Banashankari,Basavanagudi,125.0,Average
Jaisalmer,Casual Dining,3.7,57,700.0,No,No,"North Indian, Chinese",Brigade Road,St. Marks Road,350.0,Average
Jaishree Pavilion,Casual Dining,3.7,34,700.0,No,No,"North Indian, South Indian, Chinese",Indiranagar,Thippasandra,350.0,Average
Jalaram Sweets,Sweet Shop,3.8,32,250.0,Yes,No,"Desserts, Mithai",Banashankari,Jayanagar,125.0,Average
Jalpaan,Casual Dining,3.9,675,900.0,Yes,Yes,"North Indian, Continental",Malleshwaram,Rajajinagar,450.0,Average
Jalsa,Casual Dining,4.1,775,800.0,Yes,Yes,"North Indian, Mughlai, Chinese",Banashankari,Banashankari,400.0,Excellent
Jalsa Adda,Food Court,3.2,8,400.0,No,No,"North Indian, South Indian, Arabian",Whitefield,Whitefield,200.0,Average
Jalsa Gold,Casual Dining,4.5,3421,1300.0,No,Yes,"North Indian, Mughlai, Italian",Bellandur,Marathahalli,650.0,Excellent
Jamavar - The Leela Palace,Fine Dining,4.2,519,4000.0,No,Yes,"North Indian, South Indian",Indiranagar,Old Airport Road,2000.0,Excellent
Jamaycafe,Cafe,2.8,16,600.0,No,No,Cafe,Kalyan Nagar,Kalyan Nagar,300.0,Low
Jambudweepa Juice Bar,Beverage Shop,3.8,24,150.0,Yes,No,"Beverages, Healthy Food",Kalyan Nagar,Banaswadi,75.0,Average
Jameela Hotel,Quick Bites,3.3,9,200.0,No,No,Biryani,Rajajinagar,Magadi Road,100.0,Average
Janahaar,Quick Bites,3.8,70,100.0,Yes,No,South Indian,Banashankari,Banashankari,50.0,Average
Janatha Cafe,Quick Bites,3.2,22,400.0,Yes,No,"South Indian, Kerala",Kalyan Nagar,Hennur,200.0,Average
Japan Travel Cafe Azuki,Cafe,4.3,67,400.0,No,No,"Cafe, Japanese",Brigade Road,Residency Road,200.0,Excellent
Jars,Delivery,3.8,28,650.0,Yes,No,"Healthy Food, Beverages",Brigade Road,Vasanth Nagar,325.0,Average
Jashn,Casual Dining,3.7,132,750.0,Yes,No,North Indian,Bellandur,Marathahalli,375.0,Average
Jashn - Le Meridien,Fine Dining,3.7,47,2000.0,No,No,"North Indian, Mughlai",Lavelle Road,Sankey Road,1000.0,Average
Jashn Hyderabadi Bawarchi,Casual Dining,2.9,139,650.0,Yes,No,"Hyderabadi, North Indian, Chinese, Biryani",Malleshwaram,New Bel Road,325.0,Low
Java,Casual Dining,3.7,39,700.0,No,No,"North Indian, Chinese",Indiranagar,Old Airport Road,350.0,Average
Java City,Cafe,2.5,157,450.0,Yes,No,"Cafe, American, Pizza",Jayanagar,Jayanagar,225.0,Low
Jay Bhavani,Quick Bites,3.6,41,400.0,Yes,No,"North Indian, Street Food, Pizza",Rajajinagar,Vijay Nagar,200.0,Average
Jay Bhavani Vadapav,Quick Bites,3.4,26,150.0,Yes,No,"Maharashtrian, Street Food",Rajajinagar,Seshadripuram,75.0,Average
Jay Mataji Farsan And Sweets,Sweet Shop,3.5,9,150.0,No,No,"Mithai, Gujarati",Malleshwaram,Yeshwantpur,75.0,Average
Jayanagar Grill House,Quick Bites,3.5,35,250.0,Yes,No,"Biryani, Kebab",Basavanagudi,Jayanagar,125.0,Average
Jayanagara Donne Biryani,Quick Bites,3.6,60,400.0,Yes,No,"Biryani, South Indian",Basavanagudi,Jayanagar,200.0,Average
Jayanthi Sagar,Quick Bites,3.1,21,200.0,No,No,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,100.0,Average
Jcubez,Lounge,3.8,977,1300.0,No,Yes,Finger Food,Banashankari,Banashankari,650.0,Average
Jeet Punjabi Tadka,Quick Bites,3.5,17,500.0,No,No,"North Indian, South Indian",New Bel Road,New Bel Road,250.0,Average
Jeevika Donne Biryani,Quick Bites,3.4,8,400.0,No,No,"Biryani, Chinese, Fast Food",Koramangala 7Th Block,Koramangala 8Th Block,200.0,Average
Jeff'S - Royal Orchid Hotel,Bar,3.9,73,1800.0,No,No,"Chinese, Continental",Indiranagar,Old Airport Road,900.0,Average
Jenisha Green View Restaurant,Quick Bites,2.8,40,500.0,Yes,No,"North Indian, Fast Food",Indiranagar,Ejipura,250.0,Low
Jerry Mama'S,Bakery,3.6,10,250.0,No,No,Bakery,Indiranagar,Indiranagar,125.0,Average
Jethro'S,Quick Bites,3.7,18,450.0,No,No,"Fast Food, Burger",Jp Nagar,Jp Nagar,225.0,Average
Jetlag,"Bar, Casual Dining",4.3,1042,1650.0,No,Yes,"Finger Food, Continental, North Indian, Italian, Japanese",Malleshwaram,Rajajinagar,825.0,Excellent
Jfd Cafe,Cafe,2.8,37,400.0,Yes,No,Cafe,Hsr,Hsr,200.0,Low
Jhanhavi Restaurant,Quick Bites,3.1,105,400.0,Yes,No,"North Indian, Chinese, South Indian, Biryani",Brookefield,Marathahalli,200.0,Average
Jhasaa,"Takeaway, Delivery",3.2,8,500.0,Yes,No,"Seafood, Salad, North Indian, Biryani, Chinese",Bannerghatta Road,Btm,250.0,Average
Ji Hazoor,"Casual Dining, Bar",4.0,2807,1100.0,Yes,Yes,"Mughlai, North Indian, Biryani, Afghan",Brookefield,Whitefield,550.0,Average
Jiffy Cafe,Cafe,3.4,6,500.0,No,No,Cafe,Kalyan Nagar,Hennur,250.0,Average
Jigani Dum Biryani Centre,Quick Bites,3.3,7,150.0,No,No,Biryani,Electronic City,Electronic City,75.0,Average
Jigarthanda,"Beverage Shop, Quick Bites",3.5,17,300.0,No,No,"Beverages, Rolls",Malleshwaram,Malleshwaram,150.0,Average
Jimi'S Beer Cafe,Bar,3.9,815,1700.0,No,Yes,"American, North Indian, Chinese",Indiranagar,Indiranagar,850.0,Average
Jingo Bbq & Burgers,Quick Bites,3.9,40,550.0,Yes,No,"Burger, Bbq",Frazer Town,Kammanahalli,275.0,Average
Jiyan Swadista,Quick Bites,3.4,10,300.0,Yes,No,"Chinese, Kebab, North Indian",Marathahalli,Marathahalli,150.0,Average
Jiyo Natural,Delivery,3.6,14,300.0,No,No,"Healthy Food, North Indian",Bannerghatta Road,South Bangalore,150.0,Average
Jlt Food,Quick Bites,3.6,23,450.0,Yes,No,North Indian,Brookefield,Whitefield,225.0,Average
Jodhpur Jaika,Quick Bites,3.3,4,200.0,No,No,"North Indian, Street Food","Byresandra,Tavarekere,Madiwala",Bommanahalli,100.0,Average
