restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table booking,cuisine_type,area,local_address,cost_per_person,rating_category
Sweet Revenge Bake N Cafe,Quick Bites,2.8,40,200.0,No,No,"Bakery, Fast Food, Cafe",Electronic City,Electronic City,100.0,Low
Sweet Tooth - Do You Have One?,"Takeaway, Delivery",3.3,4,600.0,No,No,"Bakery, Desserts",Whitefield,Whitefield,300.0,Average
Sweet Truth,Bakery,2.8,40,500.0,Yes,No,"Bakery, Desserts",Basavanagudi,Basavanagudi,250.0,Low
Swing,"Casual Dining, Bar",3.8,201,1000.0,No,Yes,"North Indian, Chinese, Mangalorean",Indiranagar,Indiranagar,500.0,Average
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,"Cafe, Bakery",3.3,6,400.0,No,No,"Cafe, Bakery",New Bel Road,New Bel Road,200.0,Average
Symas,Quick Bites,3.7,34,200.0,Yes,No,"Fast Food, Beverages",Malleshwaram,Rt Nagar,100.0,Average
Szechuan Dragon,Casual Dining,4.2,1647,600.0,Yes,No,"Chinese, Thai, Momos",Banashankari,Banashankari,300.0,Excellent
Szechwan Court - The Oberoi,Fine Dining,4.1,168,2500.0,No,No,Chinese,Brigade Road,Mg Road,1250.0,Excellent
T Square,Quick Bites,3.2,4,150.0,Yes,No,"Fast Food, Street Food",Bellandur,Sarjapur Road,75.0,Average
T.A.K - That Affordable Kitchen,"Takeaway, Delivery",3.2,4,400.0,Yes,No,"Continental, North Indian",Bellandur,Hsr,200.0,Average
T3H Cafe,Cafe,3.9,93,300.0,No,No,"Cafe, Italian, American",Banashankari,Banashankari,150.0,Average
T4U Cafe,Quick Bites,3.6,17,400.0,No,No,"Chinese, Fast Food, Beverages",Kalyan Nagar,Banaswadi,200.0,Average
Ta'Aam,Casual Dining,4.1,402,750.0,Yes,No,"North Indian, Mughlai, Arabian, Chinese",Brigade Road,Cunningham Road,375.0,Excellent
Taantraa - Organic Handbaking,Delivery,3.7,28,350.0,No,No,"Bakery, Desserts",Old Airport Road,Indiranagar,175.0,Average
Taaza Mithai,Sweet Shop,3.8,47,100.0,Yes,No,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala",Jp Nagar,50.0,Average
Taaza Thindi,Quick Bites,4.7,651,100.0,No,No,South Indian,Banashankari,Banashankari,50.0,Excellent
Tab - Take A Break,Cafe,4.1,521,550.0,No,No,"Cafe, Continental, Italian",Bannerghatta Road,Jp Nagar,275.0,Excellent
Taco Bell,Quick Bites,3.7,168,600.0,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road,300.0,Average
Tadka Punjabi Restaurant,Quick Bites,3.3,9,300.0,Yes,No,North Indian,Whitefield,Whitefield,150.0,Average
Tadka Singh,Casual Dining,3.4,946,400.0,No,No,North Indian,Indiranagar,Indiranagar,200.0,Average
Tadkawala,"Takeaway, Delivery",3.4,71,200.0,Yes,No,North Indian,Frazer Town,Vasanth Nagar,100.0,Average
Taiki,Casual Dining,2.8,40,1000.0,Yes,Yes,"Asian, Japanese, Korean, Thai, Sushi",Indiranagar,Indiranagar,500.0,Low
Taipan,Casual Dining,3.5,126,700.0,Yes,No,"Chinese, Momos",Brigade Road,Frazer Town,350.0,Average
Taishty,Quick Bites,3.7,66,200.0,Yes,No,North Indian,Whitefield,Whitefield,100.0,Average
Taiyvan'S,Casual Dining,3.7,101,500.0,Yes,No,"Chinese, Thai, Seafood, Malaysian",Malleshwaram,Rt Nagar,250.0,Average
Taj Darbar,Casual Dining,3.8,149,600.0,Yes,No,"Biryani, Mughlai, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,300.0,Average
Taj Durbar,Quick Bites,3.8,83,400.0,No,No,"North Indian, Bbq","Byresandra,Tavarekere,Madiwala",Jayanagar,200.0,Average
Taj Hotel,Casual Dining,3.7,110,550.0,Yes,No,"North Indian, Chinese",Church Street,Shivajinagar,275.0,Average
Taj Restaurant,Quick Bites,3.8,68,400.0,No,No,"North Indian, Biryani",Basavanagudi,City Market,200.0,Average
Take 5,Lounge,3.5,10,1300.0,No,No,"Chinese, Continental, Steak",Indiranagar,Indiranagar,650.0,Average
Take A Break,Casual Dining,3.4,7,600.0,No,No,North Indian,Basavanagudi,Shanti Nagar,300.0,Average
Take Eat Easy,"Takeaway, Delivery",3.6,20,200.0,Yes,No,North Indian,Bellandur,Sarjapur Road,100.0,Average
Take It!,Delivery,3.1,39,450.0,Yes,No,"Continental, Chinese, Fast Food",Brookefield,Marathahalli,225.0,Average
Take Us Away,Delivery,3.5,40,400.0,No,No,Continental,Koramangala 6Th Block,Koramangala 5Th Block,200.0,Average
Talk Ease,Cafe,3.1,10,200.0,No,No,Cafe,Brigade Road,City Market,100.0,Average
Talk Over Table,Cafe,4.0,282,500.0,No,No,Cafe,Indiranagar,Jeevan Bhima Nagar,250.0,Average
Talk Over Table Cafe,Cafe,3.7,85,500.0,No,No,"Cafe, Italian, Beverages",Hsr,Hsr,250.0,Average
Talk To The Hand,Bar,3.3,4,900.0,No,No,"Chinese, North Indian",Lavelle Road,Majestic,450.0,Average
Tall Blonde French,Quick Bites,3.6,82,400.0,Yes,No,Fast Food,Marathahalli,Brookefield,200.0,Average
Tamarind,Casual Dining,2.7,227,750.0,Yes,No,"Chinese, North Indian, Continental",Kalyan Nagar,Rammurthy Nagar,375.0,Low
Tamarind - Tamarind Hospitality,Casual Dining,3.9,611,750.0,Yes,No,"Chinese, Continental, North Indian",Kalyan Nagar,Banaswadi,375.0,Average
Tandoor,Fine Dining,3.9,1360,2100.0,Yes,Yes,North Indian,Indiranagar,Mg Road,1050.0,Average
Tandoor And Spice,Casual Dining,4.0,180,550.0,Yes,No,"North Indian, Chinese, Biryani, Hyderabadi",Bannerghatta Road,Jp Nagar,275.0,Average
Tandoor Bhatti,Quick Bites,2.8,40,300.0,Yes,No,"North Indian, Fast Food",Kalyan Nagar,Rammurthy Nagar,150.0,Low
Tandoor Box,Casual Dining,3.5,69,850.0,Yes,No,"Mughlai, North Indian, Biryani",Brookefield,Brookefield,425.0,Average
Tandoor Chai House,Quick Bites,2.8,40,200.0,Yes,No,"Street Food, Sandwich, Rolls, Beverages",Bannerghatta Road,Jp Nagar,100.0,Low
Tandoor Da Funda,Quick Bites,3.6,15,350.0,No,No,North Indian,Brigade Road,Mg Road,175.0,Average
Tandoor Garden,Quick Bites,3.6,70,350.0,Yes,No,"North Indian, Chinese, Kebab",Bannerghatta Road,Btm,175.0,Average
Tandoor Hub & Golmaal Paratha,Quick Bites,3.2,4,450.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Btm,225.0,Average
Tandoor Hut,Casual Dining,2.2,90,750.0,No,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,375.0,Low
Tandoor Merchant,"Takeaway, Delivery",3.4,22,500.0,Yes,No,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Btm,250.0,Average
Tandoor Nation,Quick Bites,3.0,39,400.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Btm,200.0,Low
Tandoor-De-Naal,"Takeaway, Delivery",3.8,35,200.0,No,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Btm,100.0,Average
Tandoori Bytes,Casual Dining,3.6,59,700.0,Yes,No,North Indian,Banashankari,Kumaraswamy Layout,350.0,Average
Tandoori Chowk,Quick Bites,3.5,98,400.0,Yes,No,"North Indian, Chinese",Marathahalli,Marathahalli,200.0,Average
Tandoori Club,Casual Dining,2.8,40,750.0,Yes,No,"North Indian, Chinese, Continental",Bellandur,Hsr,375.0,Low
Tandoori Delight,Quick Bites,3.0,46,300.0,Yes,No,"North Indian, Chinese",New Bel Road,New Bel Road,150.0,Low
Tandoori Junction,Quick Bites,3.9,81,400.0,Yes,No,"North Indian, Chinese, Biryani",Brookefield,Marathahalli,200.0,Average
Tandoori Knight,Quick Bites,3.0,290,450.0,Yes,No,"North Indian, Chinese, Biryani, Kebab",Banashankari,Banashankari,225.0,Low
Tandoori Paradise,Delivery,3.5,8,600.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Btm,300.0,Average
Tandoori Spot,Quick Bites,3.5,13,500.0,No,No,"North Indian, Chinese",Bannerghatta Road,Jp Nagar,250.0,Average
Tandoori Taal,Casual Dining,4.3,1788,900.0,Yes,Yes,"Biryani, North Indian",Indiranagar,Indiranagar,450.0,Excellent
Tandoorinn,Quick Bites,3.2,5,300.0,No,No,"Biryani, Mughlai, Chinese",Indiranagar,Old Madras Road,150.0,Average
Tandooriwala,"Food Court, Quick Bites",2.7,24,700.0,Yes,No,"North Indian, Mughlai",Brookefield,Whitefield,350.0,Low
Tandurust,"Takeaway, Delivery",3.6,27,300.0,No,No,"North Indian, South Indian",Bellandur,Bellandur,150.0,Average
Tang Of Jamaica,Casual Dining,3.4,28,900.0,No,No,"American, Mexican, Bbq",Kalyan Nagar,Kalyan Nagar,450.0,Average
Tangerine - Davanam Sarovar Portico Suites,Casual Dining,4.0,40,1100.0,Yes,Yes,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","Byresandra,Tavarekere,Madiwala",Koramangala 2Nd Block,550.0,Average
Tango,Quick Bites,3.8,51,200.0,No,No,Fast Food,Rajajinagar,Basaveshwara Nagar,100.0,Average
Tango Bango,"Takeaway, Delivery",3.5,124,500.0,Yes,No,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",Indiranagar,Jeevan Bhima Nagar,250.0,Average
Tango Sandwich King,Quick Bites,3.5,9,200.0,Yes,No,"Fast Food, Sandwich",Rajajinagar,Basaveshwara Nagar,100.0,Average
Tangra Indo - Chinese Cuisine,Food Court,3.5,29,400.0,Yes,No,"Chinese, Thai",Jayanagar,Jayanagar,200.0,Average
Tangylicious,"Takeaway, Delivery",2.6,16,400.0,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Btm,200.0,Low
Tanna'S Kitchen,Quick Bites,3.1,7,250.0,Yes,No,"Italian, Chinese, Street Food",Banashankari,Kumaraswamy Layout,125.0,Average
Tanoor Tandoori,Delivery,2.8,40,550.0,Yes,No,"North Indian, Mughlai, Chinese, Kebab, Biryani",Bellandur,Bellandur,275.0,Low
Tanuja Home Food,Delivery,3.1,18,300.0,Yes,No,North Indian,Brookefield,Whitefield,150.0,Average
Tap House Resto Bar,"Casual Dining, Bar",3.4,183,900.0,Yes,Yes,"Chinese, North Indian, Thai",Electronic City,Electronic City,450.0,Average
Tapout Tavern,"Casual Dining, Pub",4.1,322,1200.0,Yes,Yes,"American, Asian, Continental, North Indian, South Indian, Chinese",Bellandur,Sarjapur Road,600.0,Excellent
Tapri By The Corner,Quick Bites,4.1,205,250.0,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,125.0,Excellent
Tarama Bengali Food,Quick Bites,3.2,4,200.0,No,No,Bengali,Whitefield,Whitefield,100.0,Average
Tarbouche,Kiosk,2.8,40,300.0,Yes,No,"Turkish, Rolls",Basavanagudi,Jayanagar,150.0,Low
Targaryen'S Kitchen,Casual Dining,3.6,25,550.0,No,No,"North Indian, Bengali, Chinese",Jayanagar,Jp Nagar,275.0,Average
Tarlette,Bakery,2.8,40,560.0,No,No,"Bakery, Fast Food",Hsr,Hsr,280.0,Low
Taruni Andhra Mess,Mess,3.6,23,200.0,No,No,Andhra,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,100.0,Average
Taste Of Assam,Quick Bites,3.2,23,400.0,Yes,No,"Assamese, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,200.0,Average
Taste Of Bihar,"Takeaway, Delivery",3.7,29,300.0,Yes,No,Bihari,Kammanahalli,Rammurthy Nagar,150.0,Average
Taste Of India,Quick Bites,3.1,5,400.0,No,No,"North Indian, Rolls",Bellandur,Bellandur,200.0,Average
Taste Of India Family Restaurant,Quick Bites,3.2,232,400.0,Yes,No,"North Indian, South Indian",Whitefield,Whitefield,200.0,Average
Taste Of Kerala,Casual Dining,2.2,48,600.0,No,No,"Kerala, Seafood",Brigade Road,Residency Road,300.0,Low
Taste Of Kolkata,Quick Bites,3.1,59,400.0,Yes,No,"Bengali, Chinese, Rolls",Bannerghatta Road,Btm,200.0,Average
Taste Of Malabar,Quick Bites,3.6,23,350.0,Yes,No,"South Indian, Kerala, Chinese","Byresandra,Tavarekere,Madiwala",Btm,175.0,Average
Taste Of Nawaabs,Casual Dining,3.5,324,600.0,Yes,No,"North Indian, Mughlai",Kalyan Nagar,Banaswadi,300.0,Average
Taste Of Nawaab'S,Casual Dining,3.6,22,600.0,No,No,"North Indian, Chinese",Indiranagar,Domlur,300.0,Average
Taste Of Nepal,Quick Bites,3.4,27,300.0,Yes,No,Chinese,Residency Road,Koramangala 8Th Block,150.0,Average
Taste Of Tibet,Quick Bites,4.0,336,300.0,No,No,"Tibetan, Chinese, Momos",Brigade Road,Brigade Road,150.0,Average
Tastebuds,"Bakery, Quick Bites",3.7,23,300.0,Yes,No,"Bakery, Fast Food",Bellandur,Sarjapur Road,150.0,Average
Tastie'S,"Quick Bites, Beverage Shop",3.2,10,150.0,No,No,"Fast Food, Beverages, Ice Cream",Malleshwaram,Basaveshwara Nagar,75.0,Average
Tasting Room - Bengaluru Oota Company,Casual Dining,4.0,58,2000.0,No,No,"Mangalorean, South Indian",Brigade Road,Ulsoor,1000.0,Average
Tastte!!,Quick Bites,3.7,21,450.0,Yes,No,"Biryani, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,225.0,Average
Tasty Bites,Quick Bites,3.7,21,150.0,No,No,"Fast Food, Pizza",Banashankari,Banashankari,75.0,Average
Tasty Box,Quick Bites,2.9,6,250.0,Yes,No,"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",Malleshwaram,Yeshwantpur,125.0,Low
Tasty Bytes,Quick Bites,3.1,245,300.0,Yes,No,"North Indian, Chinese, Momos, Rolls",Banashankari,Kumaraswamy Layout,150.0,Average
Tasty Corner,Quick Bites,3.6,13,200.0,No,No,South Indian,New Bel Road,New Bel Road,100.0,Average
Tasty Fast Food,Quick Bites,3.2,4,250.0,No,No,"North Indian, Chinese",New Bel Road,New Bel Road,125.0,Average
Tasty Food,Quick Bites,2.8,40,300.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,150.0,Low
Tasty Funda,Quick Bites,3.3,4,200.0,No,No,"North Indian, Chinese",Electronic City,Electronic City,100.0,Average
Tasty Homely Food,"Takeaway, Delivery",2.8,40,350.0,Yes,No,"North Indian, Chinese, Fast Food, Street Food, Mithai",Brookefield,"Itpl Main Road, Whitefield",175.0,Low
Tasty Jigarthanda,Beverage Shop,3.4,10,150.0,Yes,No,"Beverages, Ice Cream",Bannerghatta Road,Btm,75.0,Average
Tasty Khaana Khazana,Quick Bites,3.3,6,300.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli,150.0,Average
Tasty King,Quick Bites,3.4,8,400.0,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Rt Nagar,200.0,Average
Tasty Kitchens,Quick Bites,2.8,40,500.0,Yes,No,Pizza,Koramangala 4Th Block,Koramangala 6Th Block,250.0,Low
Tasty Magic,Casual Dining,2.7,73,600.0,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,300.0,Low
Tasty Munch,Quick Bites,3.6,60,200.0,Yes,No,"Fast Food, Street Food, Momos",Malleshwaram,Rajajinagar,100.0,Average
Tasty Noodle,Quick Bites,3.4,5,400.0,Yes,No,"Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Hsr,200.0,Average
Tasty Paradise,Casual Dining,3.7,98,550.0,Yes,No,"North Indian, Mughlai, Chinese, Beverages",Lavelle Road,Malleshwaram,275.0,Average
Tasty Point,Delivery,3.3,9,300.0,Yes,No,"Burger, Sandwich, Finger Food",Bannerghatta Road,Bannerghatta Road,150.0,Average
Tasty Restaurant,Quick Bites,2.8,40,300.0,No,No,"Kerala, South Indian, Chinese",Bannerghatta Road,Jp Nagar,150.0,Low
Tasty Treat,Quick Bites,3.1,131,400.0,Yes,No,"North Indian, Chinese, Biryani, Rolls",Hsr,Hsr,200.0,Average
Tasty Yum,Quick Bites,2.8,40,300.0,No,No,"South Indian, Mughlai",Bellandur,Sarjapur Road,150.0,Low
Tastybites.Com,Quick Bites,3.7,82,150.0,Yes,No,"Fast Food, Sandwich, South Indian",Brookefield,Brookefield,75.0,Average
Tata Cha,"Beverage Shop, Cafe",3.2,9,500.0,Yes,No,"Cafe, Tea, North Indian",Malleshwaram,Malleshwaram,250.0,Average
Tattva Cafe,Cafe,2.8,227,450.0,No,No,Cafe,Koramangala 4Th Block,Koramangala 6Th Block,225.0,Low
Tawa,Quick Bites,3.4,25,200.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,100.0,Average
Tawa Fresh,Quick Bites,3.4,12,300.0,Yes,No,"Seafood, Biryani, South Indian, North Indian, Rolls",Kalyan Nagar,Hennur,150.0,Average
Tawa Ghar Ka,Quick Bites,3.8,331,350.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Hsr,175.0,Average
Tawa Sagara,Casual Dining,3.8,122,400.0,No,No,"Mangalorean, Seafood",Jayanagar,Jayanagar,200.0,Average
Tawa Tandoor,Casual Dining,3.9,116,700.0,Yes,Yes,"North Indian, Chinese",New Bel Road,New Bel Road,350.0,Average
Tayabbs,Quick Bites,3.0,9,500.0,Yes,No,"Rolls, North Indian, Fast Food",Church Street,Frazer Town,250.0,Low
Tayo Restaurant,Casual Dining,3.9,44,600.0,No,No,"North Indian, Chinese, Mughlai",Electronic City,Electronic City,300.0,Average
Taza Khaana,Delivery,3.0,175,450.0,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Hsr,225.0,Low
Taza Tawa,Casual Dining,3.2,41,550.0,No,No,"North Indian, Chinese, Kebab, Beverages",Sarjapur Road,Sarjapur Road,275.0,Average
Tbc - The Breakfast Company,Quick Bites,3.8,26,150.0,Yes,No,"Bihari, North Indian, South Indian",Brookefield,Marathahalli,75.0,Average
Tbc Sky Lounge,"Casual Dining, Bar",4.7,6745,1000.0,No,Yes,"Continental, Asian, Italian, North Indian",Hsr,Hsr,500.0,Excellent
Tbc- Sky Lounge,"Casual Dining, Bar",4.4,619,1000.0,No,Yes,"Continental, Asian, Italian, North Indian",Marathahalli,Marathahalli,500.0,Excellent
Tea Addict,Cafe,4.0,77,300.0,Yes,No,"Cafe, Beverages",Hsr,Hsr,150.0,Average
Tea And Wine Lounge,Cafe,3.5,10,800.0,No,No,"Cafe, Tea, Desserts",Brigade Road,Race Course Road,400.0,Average
Tea Break Lounge,Quick Bites,3.3,5,400.0,Yes,No,"Beverages, Fast Food",Brigade Road,Brigade Road,200.0,Average
Tea Brew,"Cafe, Casual Dining",4.1,1141,500.0,Yes,No,"Cafe, Continental, Momos, Italian, North Indian",Indiranagar,Indiranagar,250.0,Excellent
Tea Journey,Cafe,3.8,71,400.0,No,No,Cafe,Mg Road,Indiranagar,200.0,Average
Tea Samskruthi,Cafe,3.9,18,200.0,No,No,Cafe,Malleshwaram,Malleshwaram,100.0,Average
Tea Totallers,Cafe,2.9,19,500.0,Yes,No,"Cafe, Continental, Tea",Bellandur,Bellandur,250.0,Low
Tea Trails,Cafe,2.8,40,600.0,Yes,No,"Continental, Tea, Fast Food, Italian",Koramangala 4Th Block,Hsr,300.0,Low
Tea Villa Cafe,"Cafe, Casual Dining",4.2,656,800.0,No,Yes,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar,Jayanagar,400.0,Excellent
Teamdelish,Delivery,3.4,9,300.0,No,No,Healthy Food,Electronic City,Electronic City,150.0,Average
Teapoy Mutiny,Cafe,4.1,98,500.0,Yes,No,"Cafe, Continental, American, Beverages",Kalyan Nagar,Hennur,250.0,Excellent
Tease Whitefield,Lounge,3.7,64,1800.0,No,Yes,Finger Food,Whitefield,Whitefield,900.0,Average
Teashot,Cafe,2.9,24,150.0,No,No,Cafe,Brookefield,Whitefield,75.0,Low
Teburu,Casual Dining,4.4,203,800.0,Yes,No,"Asian, Chinese, Japanese, Bbq",Kalyan Nagar,Kalyan Nagar,400.0,Excellent
Techies Kitchen,Delivery,3.5,197,400.0,Yes,No,"Biryani, North Indian",Whitefield,"Itpl Main Road, Whitefield",200.0,Average
Tella Tales,Cafe,4.2,413,700.0,Yes,No,"Cafe, Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,350.0,Excellent
Tellimagic Restaurant,Quick Bites,3.5,12,400.0,Yes,No,"North Indian, South Indian, Chinese",Electronic City,Electronic City,200.0,Average
Telugu Velugu,Food Court,3.0,6,300.0,No,No,"South Indian, Biryani",Bellandur,Bellandur,150.0,Low
Temple Meals,Quick Bites,3.8,76,200.0,No,No,South Indian,Malleshwaram,Malleshwaram,100.0,Average
Temptation,Quick Bites,2.8,40,300.0,No,No,"North Indian, South Indian",Brookefield,Whitefield,150.0,Low
Tempteys,"Beverage Shop, Dessert Parlor",3.7,39,500.0,Yes,No,Beverages,Bellandur,Hsr,250.0,Average
Tempura Restaurant,Casual Dining,3.9,122,500.0,No,No,"Japanese, Chinese, Tibetan, Momos",Brigade Road,Brigade Road,250.0,Average
Tenco Infusions,Beverage Shop,3.5,15,200.0,No,No,"Beverages, Salad",Indiranagar,Indiranagar,100.0,Average
Tenzin Kitchen,Quick Bites,4.2,522,450.0,Yes,No,"Tibetan, Chinese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,225.0,Excellent
Teppan Japanese Grill & Sushi Bar,Casual Dining,4.3,901,2000.0,Yes,No,Japanese,Brigade Road,Ulsoor,1000.0,Excellent
Terminus Tiffin Meal Service,Delivery,2.8,40,200.0,No,No,North Indian,New Bel Road,North Bangalore,100.0,Low
Terra Bites,"Cafe, Casual Dining",4.0,61,700.0,Yes,No,"Cafe, Italian, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,350.0,Average
Terrace Lounge,Lounge,3.6,25,1600.0,No,No,"North Indian, Chinese, Seafood",Bannerghatta Road,Bannerghatta Road,800.0,Average
Terracotta Whitefield,Fine Dining,4.0,244,3000.0,No,Yes,"North Indian, Lucknowi, Afghan",Whitefield,Whitefield,1500.0,Average
Tetto,"Casual Dining, Bar",3.7,130,1200.0,Yes,No,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,600.0,Average
Tewari Bros Mithai Shoppie,Sweet Shop,3.8,59,300.0,Yes,No,"Fast Food, Mithai",Brigade Road,Commercial Street,150.0,Average
Tfc - Tony'S Food Corner,Casual Dining,3.1,23,400.0,Yes,No,"North Indian, Chinese",Indiranagar,"Itpl Main Road, Whitefield",200.0,Average
Tfi - The Fresh Ice Cream,Dessert Parlor,3.2,41,400.0,Yes,No,"Ice Cream, Beverages",Bannerghatta Road,Bannerghatta Road,200.0,Average
Tgi Fridays,Lounge,3.9,1337,1700.0,Yes,Yes,"American, Burger, Italian, Steak",Bannerghatta Road,Bannerghatta Road,850.0,Average
Tgs Retails,"Takeaway, Delivery",3.3,4,600.0,No,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Hsr,300.0,Average
Thai & Chinese Fast Food,Quick Bites,3.4,7,400.0,No,No,"Chinese, Thai",Whitefield,Kr Puram,200.0,Average
Thai Chy,Casual Dining,4.3,367,1200.0,Yes,Yes,"Thai, Asian, Indonesian",Indiranagar,Indiranagar,600.0,Excellent
Thai House,Casual Dining,4.2,125,700.0,Yes,No,Thai,Indiranagar,Brigade Road,350.0,Excellent
Thalaserry Food Court,Casual Dining,3.5,21,600.0,No,No,"Kerala, Biryani, Seafood, North Indian, Chinese",Whitefield,Whitefield,300.0,Average
Thalassery Cafe,Quick Bites,3.4,7,150.0,No,No,Street Food,"Byresandra,Tavarekere,Madiwala",Btm,75.0,Average
Thalassery Food Court,Casual Dining,3.1,4,500.0,No,No,"Kerala, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,250.0,Average
Thalassery Hotel,Quick Bites,2.8,40,300.0,No,No,"Kerala, South Indian",Bannerghatta Road,Bannerghatta Road,150.0,Low
Thalassery Mess,Mess,3.3,7,300.0,No,No,Kerala,Hsr,Hsr,150.0,Average
Thalassery Plaza,Quick Bites,3.5,33,400.0,Yes,No,"Kerala, North Indian, Chinese",Kammanahalli,Hennur,200.0,Average
Thalassery Restaurant,Casual Dining,2.8,40,600.0,Yes,No,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",Bannerghatta Road,Bannerghatta Road,300.0,Low
Thalis Of India,Delivery,3.3,7,500.0,Yes,No,"South Indian, North Indian, Beverages",Bellandur,Sarjapur Road,250.0,Average
Thamboola,Casual Dining,3.8,139,800.0,Yes,No,"North Indian, Chinese, Continental",Jayanagar,Banashankari,400.0,Average
Thanco'S Natural Ice Cream,Dessert Parlor,3.1,8,450.0,No,No,"Ice Cream, Desserts",Rajajinagar,Rajajinagar,225.0,Average
Thanco'S Natural Ice Creams,Dessert Parlor,3.2,9,300.0,No,No,Ice Cream,Banashankari,Banashankari,150.0,Average
Thanco'S Naturals Ice Cream,Dessert Parlor,3.6,21,450.0,Yes,No,"Ice Cream, Desserts",Marathahalli,Marathahalli,225.0,Average
Thanima Garden Restaurant,Casual Dining,3.6,163,500.0,Yes,No,"North Indian, Chinese, Kerala",Electronic City,Electronic City,250.0,Average
Thanishka Nati And Karavali Style,Quick Bites,2.8,40,400.0,No,No,"Biryani, Fast Food",Banashankari,Banashankari,200.0,Low
Tharavadu,Quick Bites,3.8,83,400.0,Yes,No,"Chinese, North Indian, Kerala",Hsr,Hsr,200.0,Average
That Garage Cafe,Cafe,3.1,40,650.0,Yes,No,"Cafe, Italian, Continental, European",Bellandur,Hsr,325.0,Average
Thayee Touch,Casual Dining,3.6,30,450.0,No,No,"North Indian, Chinese, South Indian",Bannerghatta Road,Jp Nagar,225.0,Average
The 13Th Floor,Lounge,4.4,4575,1700.0,No,Yes,"Asian, North Indian, Thai",Brigade Road,Mg Road,850.0,Excellent
The 3 Musketeers,Dessert Parlor,3.2,5,200.0,No,No,"Ice Cream, Desserts",Brookefield,Whitefield,100.0,Average
The 90S Hash House,Cafe,3.8,63,500.0,No,No,Cafe,"Byresandra,Tavarekere,Madiwala",Btm,250.0,Average
The Adukkala Restaurant,Casual Dining,3.6,40,500.0,Yes,No,Kerala,Brigade Road,Brigade Road,250.0,Average
The Airos,Cafe,4.1,130,650.0,Yes,No,"Cafe, Italian, Pizza",Banashankari,Jayanagar,325.0,Excellent
The Alphaa,Casual Dining,3.8,272,550.0,Yes,No,"Andhra, North Indian, Chinese, Biryani, Seafood",Hsr,Bommanahalli,275.0,Average
The Andhra Bhojanam,Bhojanalya,3.2,4,300.0,Yes,No,South Indian,Brookefield,"Itpl Main Road, Whitefield",150.0,Average
The Ants Cafe & Store,Cafe,3.9,1380,900.0,Yes,Yes,"Cafe, Italian",Indiranagar,Indiranagar,450.0,Average
The Arabesque Cafe,Casual Dining,4.1,40,600.0,No,No,"American, Continental, Chinese",Koramangala 4Th Block,Koramangala 4Th Block,300.0,Excellent
The Arabian Nights,"Takeaway, Delivery",2.6,51,300.0,Yes,No,"Arabian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,150.0,Low
The Asian Curry House,Casual Dining,4.5,785,1000.0,Yes,No,"Vietnamese, Thai, Burmese, Japanese",Malleshwaram,Malleshwaram,500.0,Excellent
The Bahubali,Casual Dining,3.4,153,800.0,Yes,Yes,"North Indian, Chinese",Marathahalli,Marathahalli,400.0,Average
